Ref,Val,Package,PosX,PosY,Rot,Side
"C5","cap_100nF_16v_0402","C_0402_1005Metric",-110.040000,-122.490000,180.000000,bottom
"C13","cap_100nF_16v_0402","C_0402_1005Metric",-111.370000,-108.670000,270.000000,bottom
"U6","W25Q128JVSIQ","SOIC-8_5.23x5.23mm_P1.27mm",-108.010000,-125.830000,180.000000,bottom
"U7","MB85RS64PNF-G-JNERE1","SOP-8_3.9x4.9mm_P1.27mm",-108.195000,-110.465000,270.000000,bottom
